STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Reporter country,FLOW,Flow,PARTNER,Partner country,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,ESP,Spain,Q,Quarterly,2023-Q1,,6538336012,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,PRT,Portugal,Q,Quarterly,2023-Q1,,554459477,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,IMP,Imports,CRI,Costa Rica,Q,Quarterly,2023-Q1,,187866184,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,MEX,Mexico,Q,Quarterly,2023-Q1,,1352753534,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,EXP,Exports,ISL,Iceland,Q,Quarterly,2023-Q1,,115650545,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,PRT,Portugal,Q,Quarterly,2023-Q1,,7928123,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,RUS,Russia,Q,Quarterly,2023-Q1,,100831232,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,EXP,Exports,CHE,Switzerland,Q,Quarterly,2023-Q1,,177909000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,EXP,Exports,MEX,Mexico,Q,Quarterly,2023-Q1,,408445,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,EXP,Exports,NZL,New Zealand,Q,Quarterly,2023-Q1,,649564072,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EU28,European Union (28 countries),IMP,Imports,CHL,Chile,Q,Quarterly,2023-Q1,,1941783075,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,POL,Poland,Q,Quarterly,2023-Q1,,924639462,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,IMP,Imports,ISL,Iceland,Q,Quarterly,2023-Q1,,41843405,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,SAU,Saudi Arabia,Q,Quarterly,2023-Q1,,2932988,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,EST,Estonia,Q,Quarterly,2023-Q1,,92836490,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,SVK,Slovak Republic,Q,Quarterly,2023-Q1,,90585884,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,COL,Colombia,Q,Quarterly,2023-Q1,,122867304,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,TUR,Türkiye,Q,Quarterly,2023-Q1,,1576634051,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,EXP,Exports,TUR,Türkiye,Q,Quarterly,2023-Q1,,500678000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,EXP,Exports,NLD,Netherlands,Q,Quarterly,2023-Q1,,3208273004,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,IMP,Imports,G-20,G20,Q,Quarterly,2023-Q1,,120094094309,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,IND,India,Q,Quarterly,2023-Q1,,37564989,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,G-20,G20,Q,Quarterly,2023-Q1,,157842730044,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,JPN,Japan,Q,Quarterly,2023-Q1,,3865761970,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,DEU,Germany,Q,Quarterly,2023-Q1,,332450251,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,ISL,Iceland,Q,Quarterly,2023-Q1,,43819493,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,EXP,Exports,EST,Estonia,Q,Quarterly,2023-Q1,,56954195,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,ARG,Argentina,Q,Quarterly,2023-Q1,,8834698,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,WLD,World,Q,Quarterly,2023-Q1,,213391561408,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,ARG,Argentina,Q,Quarterly,2023-Q1,,322242336,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,NZL,New Zealand,Q,Quarterly,2023-Q1,,35459988,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,BRA,Brazil,Q,Quarterly,2023-Q1,,3540300,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,ISL,Iceland,Q,Quarterly,2023-Q1,,18033111,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,PRT,Portugal,Q,Quarterly,2023-Q1,,348810466,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,EXP,Exports,SAU,Saudi Arabia,Q,Quarterly,2023-Q1,,135297,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,DEU,Germany,Q,Quarterly,2023-Q1,,2983468438,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EU28,European Union (28 countries),EXP,Exports,IDN,Indonesia,Q,Quarterly,2023-Q1,,2765888106,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,EXP,Exports,RUS,Russia,Q,Quarterly,2023-Q1,,312035037,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,MEX,Mexico,Q,Quarterly,2023-Q1,,560003008,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,AUT,Austria,Q,Quarterly,2023-Q1,,52479650,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,OECD,OECD - Total,Q,Quarterly,2023-Q1,,83694659291,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,CHE,Switzerland,Q,Quarterly,2023-Q1,,19705810324,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,DNK,Denmark,Q,Quarterly,2023-Q1,,87256025,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,EXP,Exports,CHN,China (People's Republic of),Q,Quarterly,2023-Q1,,32765570,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EU28,European Union (28 countries),EXP,Exports,CHL,Chile,Q,Quarterly,2023-Q1,,2719058546,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,LUX,Luxembourg,Q,Quarterly,2023-Q1,,1731358990,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,IMP,Imports,AUS,Australia,Q,Quarterly,2023-Q1,,63794000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,BRA,Brazil,Q,Quarterly,2023-Q1,,689191147,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,RUS,Russia,Q,Quarterly,2023-Q1,,145054156,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,NLD,Netherlands,Q,Quarterly,2023-Q1,,4015223904,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,OECD,OECD - Total,Q,Quarterly,2023-Q1,,76620184907,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,BRA,Brazil,Q,Quarterly,2023-Q1,,172337281,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,CHN,China (People's Republic of),Q,Quarterly,2023-Q1,,61377724,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,EXP,Exports,NZL,New Zealand,Q,Quarterly,2023-Q1,,264849553,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,OECD,OECD - Total,Q,Quarterly,2023-Q1,,5338120575,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,IMP,Imports,IDN,Indonesia,Q,Quarterly,2023-Q1,,17200193,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,FIN,Finland,Q,Quarterly,2023-Q1,,816269470,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,EXP,Exports,DNK,Denmark,Q,Quarterly,2023-Q1,,912017287,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,ISR,Israel,Q,Quarterly,2023-Q1,,19501724,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,PRT,Portugal,Q,Quarterly,2023-Q1,,148667200,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,ITA,Italy,Q,Quarterly,2023-Q1,,723912285,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,CRI,Costa Rica,Q,Quarterly,2023-Q1,,1849318,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,TUR,Türkiye,Q,Quarterly,2023-Q1,,49876033,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,MEX,Mexico,Q,Quarterly,2023-Q1,,141960924,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,BRA,Brazil,Q,Quarterly,2023-Q1,,3060963522,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,LVA,Latvia,Q,Quarterly,2023-Q1,,122927424,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,AUS,Australia,Q,Quarterly,2023-Q1,,647221610,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,LVA,Latvia,Q,Quarterly,2023-Q1,,676594847,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,LUX,Luxembourg,Q,Quarterly,2023-Q1,,82704090,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,IRL,Ireland,Q,Quarterly,2023-Q1,,6786674,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EU28,European Union (28 countries),EXP,Exports,BRA,Brazil,Q,Quarterly,2023-Q1,,12596838412,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,SWE,Sweden,Q,Quarterly,2023-Q1,,2454705228,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,CRI,Costa Rica,Q,Quarterly,2023-Q1,,66267807,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,EST,Estonia,Q,Quarterly,2023-Q1,,680280535,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,IMP,Imports,FIN,Finland,Q,Quarterly,2023-Q1,,72214000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,EXP,Exports,LUX,Luxembourg,Q,Quarterly,2023-Q1,,8145485,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,NLD,Netherlands,Q,Quarterly,2023-Q1,,3741593422,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,MEX,Mexico,Q,Quarterly,2023-Q1,,1609114921,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,EXP,Exports,SVK,Slovak Republic,Q,Quarterly,2023-Q1,,2753593,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,IMP,Imports,CAN,Canada,Q,Quarterly,2023-Q1,,1127072323,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,IND,India,Q,Quarterly,2023-Q1,,113799129,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,IMP,Imports,NLD,Netherlands,Q,Quarterly,2023-Q1,,501842000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,EXP,Exports,ISR,Israel,Q,Quarterly,2023-Q1,,759839311,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,EXP,Exports,CHE,Switzerland,Q,Quarterly,2023-Q1,,9836556131,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,BRA,Brazil,Q,Quarterly,2023-Q1,,1348754891,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,EXP,Exports,GRC,Greece,Q,Quarterly,2023-Q1,,180132000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,EXP,Exports,FIN,Finland,Q,Quarterly,2023-Q1,,295847825,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,EXP,Exports,GBR,United Kingdom,Q,Quarterly,2023-Q1,,3171318435,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,NZL,New Zealand,Q,Quarterly,2023-Q1,,812073,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,EXP,Exports,SAU,Saudi Arabia,Q,Quarterly,2023-Q1,,1679547794,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EU28,European Union (28 countries),EXP,Exports,SAU,Saudi Arabia,Q,Quarterly,2023-Q1,,8447480146,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,BEL,Belgium,Q,Quarterly,2023-Q1,,124856536,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,EXP,Exports,BEL,Belgium,Q,Quarterly,2023-Q1,,689304908,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,RUS,Russia,Q,Quarterly,2023-Q1,,353784006,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,LUX,Luxembourg,Q,Quarterly,2023-Q1,,23110144,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,EXP,Exports,HUN,Hungary,Q,Quarterly,2023-Q1,,20653277,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,EXP,Exports,SVK,Slovak Republic,Q,Quarterly,2023-Q1,,435482009,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,IMP,Imports,GRC,Greece,Q,Quarterly,2023-Q1,,155395000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,SVN,Slovenia,Q,Quarterly,2023-Q1,,8674393,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,EXP,Exports,SVK,Slovak Republic,Q,Quarterly,2023-Q1,,8222415,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,ISL,Iceland,Q,Quarterly,2023-Q1,,96922412,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,KOR,Korea,Q,Quarterly,2023-Q1,,2456000749,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,IMP,Imports,USA,United States,Q,Quarterly,2023-Q1,,9044669998,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,EXP,Exports,IND,India,Q,Quarterly,2023-Q1,,619297000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EU28,European Union (28 countries),IMP,Imports,NOR,Norway,Q,Quarterly,2023-Q1,,26045685801,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,PRT,Portugal,Q,Quarterly,2023-Q1,,3350781551,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,SWE,Sweden,Q,Quarterly,2023-Q1,,3748477206,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,FRA,France,Q,Quarterly,2023-Q1,,3238154777,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,CHE,Switzerland,Q,Quarterly,2023-Q1,,41315994,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,IMP,Imports,EST,Estonia,Q,Quarterly,2023-Q1,,17815000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,EXP,Exports,GRC,Greece,Q,Quarterly,2023-Q1,,131840892,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,EXP,Exports,DNK,Denmark,Q,Quarterly,2023-Q1,,158460898,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,LUX,Luxembourg,Q,Quarterly,2023-Q1,,4571338,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,IND,India,Q,Quarterly,2023-Q1,,3459410781,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,IMP,Imports,FRA,France,Q,Quarterly,2023-Q1,,6229062454,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,IMP,Imports,FRA,France,Q,Quarterly,2023-Q1,,19363771232,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,EXP,Exports,OECD,OECD - Total,Q,Quarterly,2023-Q1,,11693160000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,FRA,France,Q,Quarterly,2023-Q1,,2943286233,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,SVK,Slovak Republic,Q,Quarterly,2023-Q1,,217740834,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,G-20,G20,Q,Quarterly,2023-Q1,,4960422772,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,CHN,China (People's Republic of),Q,Quarterly,2023-Q1,,2880930925,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,IMP,Imports,SVK,Slovak Republic,Q,Quarterly,2023-Q1,,5168346493,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,IMP,Imports,HUN,Hungary,Q,Quarterly,2023-Q1,,477500107,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,POL,Poland,Q,Quarterly,2023-Q1,,855315129,,A,,USD,US Dollar,0,Units,,
