ingredient_name	ingredient_category	compound_name
abies_alba	plant	bornyl_acetate
abies_alba_pine_needle	plant	maltol
abies_balsamea_oil	plant derivative	myrcene
abies_canadensis	plant	bornyl_acetate
abies_concolor	plant	bornyl_acetate
abies_sibirica	plant	bornyl_acetate
abies_sibirica	plant	camphene
abies_sibirica	plant	isoborneol
acacia	plant	(e)-2-hexenyl_hexanoate
acacia	plant	benzyl_acetate
acacia	plant	camphene
acacia	plant	eugenol
acacia	plant	isoeugenol
acacia	plant	l-arabinose
acacia	plant	methyl_benzoate
acacia_caven	plant	benzyl_alcohol
acacia_caven	plant	methyl_salicylate
acacia_dealbata	plant	heptanoic_acid
acacia_farnesiana	plant	p-cresol
acacia_farnesiana	plant	p-methoxybenzaldehyde
acacia_farnesiana_oil	plant derivative	p-methoxybenzaldehyde
acacia_flower_oil	plant derivative	eugenol
achasma_walang	plant	2-dodecenal
achillea_ageratum	plant	butyl_alcohol
achillea_ageratum	plant	butyl_anthranilate
achillea_ageratum	plant	isoamyl_alcohol
achillea_micrantha_oil	plant derivative	eucalyptol
achillea_millefolium	plant	a-pinene
aconitum_napellus	plant	aconitic_acid
agaricus	vegetable	benzyl_formate
agarwood	plant	4-(p-methoxyphenyl)-2-butanone
agastache_formosana	herb	pulegone
agastache_rugosa	herb	estragole
agathosma_gnidioides_leaf_oil	plant derivative	linalyl_isobutyrate
alcoholic_beverage	alcoholic beverage	(+/?)_2-methyl-1-butanol
algae	vegetable	d-sorbitol
algerian_geranium_oil	plant derivative	methyl_sulfide
almond	nut/seed/pulse	2,3,5-trimethylpyrazine
almond	nut/seed/pulse	5h-5-methyl-6,7-dihydrocyclopenta(b)pyrazine
almond	nut/seed/pulse	b-ionone
almond	nut/seed/pulse	l-histidine
almond	nut/seed/pulse	l-tyrosine
almond	nut/seed/pulse	methyl-2-pyrrolyl_ketone
almond	nut/seed/pulse	methyl_furoate
almond	nut/seed/pulse	methylcyclopentenolone
almond	nut/seed/pulse	phenol
almond_flower	flower	(e)-2-hexenyl_hexanoate
almond_flower	flower	1-decanol
almond_flower	flower	benzyl_acetate
almond_flower	flower	camphene
almond_flower	flower	isoeugenol
almond_flower	flower	methyl_benzoate
alpinia_malaccensis	plant	cinnamic_acid
alpinia_malaccensis	plant	methyl_cinnamate
alpinia_malaccensis_oil	plant derivative	methyl_cinnamate
alpinia_sessilis	plant	ethyl_3-phenylpropionate
ambergris_oil	plant derivative	g-ionone
ambrette	plant derivative	w-6-hexadecenlactone
ambrette_seed	plant	1-decanol
ambrette_seed	plant	farnesol
ambrette_seed	plant	furfural
ambrette_seed	plant	w-6-hexadecenlactone
ambrette_seed_oil	plant derivative	1-decanol
ambrette_seed_oil	plant derivative	w-6-hexadecenlactone
american_cranberry	fruit	1-decanol
american_cranberry	fruit	2-pentadecanone
american_cranberry	fruit	2-tridecanone
american_cranberry	fruit	benzyl_alcohol
american_cranberry	fruit	benzyl_benzoate
american_cranberry	fruit	benzyl_ethyl_ether
american_cranberry	fruit	benzyl_formate
american_cranberry	fruit	benzyl_salicylate
american_cranberry	fruit	butyl_alcohol
american_cranberry	fruit	ethyl_cinnamate
american_cranberry	fruit	n-butyric_acid
american_cranberry	fruit	undecyl_alcohol
american_pennyroyal	plant	n-butyric_acid
american_peppermint	herb	isovaleric_acid
american_peppermint	herb	menthone
american_peppermint	herb	menthyl_isovalerate
american_peppermint	herb	methyl_sulfide
american_peppermint_oil	plant derivative	menthone
american_peppermint_oil	plant derivative	menthyl_isovalerate
american_peppermint_oil	plant derivative	methyl_sulfide
american_potato_chip	vegetable	2-phenyl-2-butenal
american_potato_chip	vegetable	5-methyl-2,3-hexanedione
american_potato_chip	vegetable	propyl_mercaptan
american_sassafras_oil	plant derivative	safrole
american_storax	plant derivative	3-phenylpropyl_cinnamate
american_storax	plant derivative	cinnamic_acid
ananas_sativus	plant	2-pentanone
ananas_sativus	plant	methyl_valerate
ananas_sativus_oil	plant derivative	methyl_valerate
andropogon_gragrans	plant	menthone
andropogon_intermedius	plant	1-octanol
andropogon_jwarancusa	plant	d-piperitone
andropogon_jwarancusa	plant	octanoic_acid
angelica	herb	a-phellandrene
angelica	herb	acetaldehyde
angelica	herb	diacetyl
angelica	herb	myrcene
angelica_oil	plant derivative	a-phellandrene
angelica_oil	plant derivative	diacetyl
angelica_oil	plant derivative	myrcene
angelica_root	plant	2-methylbutyric_acid
angelica_root	plant	2-pentylfuran
angelica_root	plant	b-pinene
angelica_root	plant	bornyl_isovalerate
angelica_root	plant	cuminaldehyde
angelica_root	plant	farnesene
angelica_root	plant	isoamyl_isovalerate
angelica_root	plant	myristaldehyde
angelica_root	plant	n-octanal
angelica_root	plant	p,a,a-trimethylbenzyl_alcohol
angelica_root	plant	p-isopropylbenzyl_alcohol
angelica_root	plant	verbenol
angelica_root	plant	w-pentadecalactone
angelica_root_oil	plant derivative	2-methylbutyric_acid
angelica_root_oil	plant derivative	2-pentylfuran
angelica_root_oil	plant derivative	b-pinene
angelica_root_oil	plant derivative	bornyl_isovalerate
angelica_root_oil	plant derivative	farnesene
angelica_root_oil	plant derivative	isoamyl_isovalerate
angelica_root_oil	plant derivative	myristaldehyde
angelica_root_oil	plant derivative	n-octanal
angelica_root_oil	plant derivative	p,a,a-trimethylbenzyl_alcohol
angelica_root_oil	plant derivative	p-isopropylbenzyl_alcohol
angelica_root_oil	plant derivative	verbenol
angelica_root_oil	plant derivative	w-pentadecalactone
angelica_seed	plant	furfural
animal	animal product	d,l-valine
animal	animal product	l-glutamine
animal	animal product	sodium_acetate
animal	animal product	sodium_benzoate
animal	animal product	sodium_citrate
animal	animal product	sodium_diacetate
animal	animal product	vitamin_b1
anise	spice	4-(2,6,6-trimethyl-cyclohexa-1,3-dienyl)but-2-en-4-one
anise	spice	4-(p-methoxyphenyl)-2-butanone
anise	spice	4-carvomenthenol
anise	spice	acetanisole
anise	spice	alpha-terpineol
anise	spice	anisyl_alcohol
anise	spice	b-caryophyllene
anise	spice	b-pinene
anise	spice	benzoic_acid
anise	spice	carvone
anise	spice	d-camphor
anise	spice	estragole
anise	spice	eugenol
anise	spice	myrcene
anise	spice	p-cymene
anise	spice	p-methoxybenzaldehyde
anise	spice	trans-anethole
anise_brandy	alcoholic beverage	propyl_alcohol
anise_hyssop	herb	1-octen-3-ol
anise_hyssop	herb	1-octen-3-yl_acetate
anise_hyssop	herb	2-pentylfuran
anise_hyssop	herb	3-octanone
anise_hyssop	herb	4-(2,6,6-trimethyl-cyclohexa-1,3-dienyl)but-2-en-4-one
anise_hyssop	herb	b-pinene
anise_hyssop	herb	estragole
anise_hyssop	herb	pulegone
anise_hyssop	herb	thymol
anise_seed	spice	2-methoxy-4-methylphenol
anise_seed	spice	p-cresol
anise_seed_oil	plant derivative	p-cresol
annona_reticulata	plant	p-mentha-1,8-dien-7-ol
apple	fruit	(+/?)_2-methyl-1-butanol
apple	fruit	(+/?)_heptan-3-yl_butyrate
apple	fruit	(d-,_l-,_dl-,_meso)_tartaric_acid
apple	fruit	(e)-2-octen-1-ol
apple	fruit	1,3,5-undecatriene_(a_mixture_of_1,3(e),5(z)-_and_______________1,3(e),5(e)-isomers)
apple	fruit	1-decanol
apple	fruit	1-methylnaphthalene
apple	fruit	1-octanol
apple	fruit	2-heptanol
apple	fruit	2-hexen-1-ol
apple	fruit	2-hexen-1-yl_acetate
apple	fruit	2-hexenal
apple	fruit	2-methoxy-4-vinylphenol
apple	fruit	2-methylbutyl-2-methyl_butyrate
apple	fruit	2-methylbutyl_acetate
apple	fruit	2-methylbutyraldehyde
apple	fruit	2-methylbutyric_acid
apple	fruit	2-nonanol
apple	fruit	2-octanol
apple	fruit	2-octanone
apple	fruit	2-pentanol
apple	fruit	2-pentanone
apple	fruit	2-pentyl_acetate
apple	fruit	2-undecanol
apple	fruit	3-(methylthio)propanol
apple	fruit	3-(methylthio)propyl_acetate
apple	fruit	3-heptanone
apple	fruit	3-hexen-1-ol
apple	fruit	3-methyl-1-pentanol
apple	fruit	3-methyl-2-butanol
apple	fruit	3-methylbutyl_2-methylbutanoate
apple	fruit	3-methylbutyraldehyde
apple	fruit	3-octanol
apple	fruit	4-(2,6,6-trimethyl-cyclohexa-1,3-dienyl)but-2-en-4-one
apple	fruit	4-carvomenthenol
apple	fruit	4-heptanone
apple	fruit	4-hydroxybenzoic_acid
apple	fruit	4-methylpentanoic_acid
apple	fruit	5-_and_6-decenoic_acid
apple	fruit	5-methylfurfural
apple	fruit	6-methyl-5-hepten-2-one
apple	fruit	9,12-octadecadienoic_acid_(48%)_plus_9,12,15-octadeca-_trienoinc_acid_(52%)_(methyl_esters)
apple	fruit	acetal
apple	fruit	acetaldehyde
apple	fruit	acetic_acid
apple	fruit	acetoin
apple	fruit	acetone
apple	fruit	alpha-terpineol
apple	fruit	amyl_alcohol
apple	fruit	amyl_butyrate
apple	fruit	amyl_formate
apple	fruit	amyl_hexanoate
apple	fruit	amyl_octanoate
apple	fruit	anisole
apple	fruit	b-ionone
apple	fruit	b-pinene
apple	fruit	benzoic_acid
apple	fruit	benzyl_alcohol
apple	fruit	butyl_alcohol
apple	fruit	butyl_anthranilate
apple	fruit	butyl_butyrate
apple	fruit	butyl_formate
apple	fruit	butyl_heptanoate
apple	fruit	butyl_hexanoate
apple	fruit	butyl_isobutyrate
apple	fruit	butyl_laurate
apple	fruit	butyl_propionate
apple	fruit	butyl_stearate
apple	fruit	butyraldehyde
apple	fruit	carvyl_acetate
apple	fruit	cinnamyl_butyrate
apple	fruit	cis-3-hexen-1-yl_acetate
apple	fruit	cis-3-hexenal
apple	fruit	cis-5-octen-1-ol
apple	fruit	d,l-valine
apple	fruit	d-sorbitol
apple	fruit	decanal
apple	fruit	decanoic_acid
apple	fruit	decyl_acetate
apple	fruit	diethyl_succinate
apple	fruit	estragole
apple	fruit	ethyl_2-methylbutyrate
apple	fruit	ethyl_acetate
apple	fruit	ethyl_alcohol
apple	fruit	ethyl_benzoate
apple	fruit	ethyl_butyrate
apple	fruit	ethyl_cis-4-octenoate
apple	fruit	ethyl_crotonate
apple	fruit	ethyl_formate
apple	fruit	ethyl_heptanoate
apple	fruit	ethyl_hexanoate
apple	fruit	ethyl_isobutyrate
apple	fruit	ethyl_laurate
apple	fruit	ethyl_nonanoate
apple	fruit	ethyl_octanoate
apple	fruit	ethyl_phenylacetate
apple	fruit	ethyl_propionate
apple	fruit	ethyl_trans-2-octenoate
apple	fruit	ethyl_valerate
apple	fruit	formic_acid
apple	fruit	furfural
apple	fruit	furfuryl_alcohol
apple	fruit	g-hexalactone
apple	fruit	g-undecalactone
apple	fruit	geraniol
apple	fruit	glycerol
apple	fruit	heptanoic_acid
apple	fruit	heptyl_acetate
apple	fruit	heptyl_alcohol
apple	fruit	heptyl_butyrate
apple	fruit	hexanal
apple	fruit	hexanoic_acid
apple	fruit	hexyl_2-methylbutyrate
apple	fruit	hexyl_acetate
apple	fruit	hexyl_alcohol
apple	fruit	hexyl_butyrate
apple	fruit	hexyl_formate
apple	fruit	hexyl_hexanoate
apple	fruit	hexyl_isobutyrate
apple	fruit	hexyl_octanoate
apple	fruit	hexyl_propionate
apple	fruit	isoamyl_acetate
apple	fruit	isoamyl_alcohol
apple	fruit	isoamyl_butyrate
apple	fruit	isoamyl_formate
apple	fruit	isoamyl_hexanoate
apple	fruit	isoamyl_octanoate
apple	fruit	isoamyl_propionate
apple	fruit	isoborneol
apple	fruit	isobutyl_acetate
apple	fruit	isobutyl_alcohol
apple	fruit	isobutyl_butyrate
apple	fruit	isobutyl_formate
apple	fruit	isobutyl_hexanoate
apple	fruit	isobutyl_propionate
apple	fruit	isobutyraldehyde
apple	fruit	isobutyric_acid
apple	fruit	isopentylamine
apple	fruit	isopropyl_acetate
apple	fruit	isopropyl_alcohol
apple	fruit	isopropyl_benzoate
apple	fruit	isovaleric_acid
apple	fruit	l-_and_dl-alanine
apple	fruit	l-malic_acid
apple	fruit	lauric_acid
apple	fruit	lauryl_alcohol
apple	fruit	linalool
apple	fruit	methyl-2-methylbutyrate
apple	fruit	methyl-2-pyrrolyl_ketone
apple	fruit	methyl-3-methylthiopropionate
apple	fruit	methyl_acetate
apple	fruit	methyl_butyrate
apple	fruit	methyl_hexanoate
apple	fruit	methyl_isobutyrate
apple	fruit	methyl_isovalerate
apple	fruit	methyl_laurate
apple	fruit	methyl_myristate
apple	fruit	methyl_nonanoate
apple	fruit	methyl_octanoate
apple	fruit	methyl_valerate
apple	fruit	methylsulfinylmethane
apple	fruit	n-butyl-2-methylbutyrate
apple	fruit	n-butyl_valerate
apple	fruit	n-nonanal
apple	fruit	n-octanal
apple	fruit	n-propyl_hexanoate
apple	fruit	n-valeraldehyde
apple	fruit	nonanoic_acid
apple	fruit	nonyl_acetate
apple	fruit	nonyl_alcohol
apple	fruit	octanoic_acid
apple	fruit	octyl_butyrate
apple	fruit	oleic_acid
apple	fruit	p,a,a-trimethylbenzyl_alcohol
apple	fruit	p-mentha-1,3-diene
apple	fruit	p-mentha-1,4-diene
apple	fruit	p-vinylphenol
apple	fruit	palmitic_acid
apple	fruit	phenethyl_acetate
apple	fruit	phenethyl_alcohol
apple	fruit	phosphoric_acid
apple	fruit	propionaldehyde
apple	fruit	propionic_acid
apple	fruit	propyl_acetate
apple	fruit	propyl_alcohol
apple	fruit	propyl_butyrate
apple	fruit	propyl_heptanoate
apple	fruit	propyl_isobutyrate
apple	fruit	propyl_propionate
apple	fruit	pyruvaldehyde
apple	fruit	styrene
apple	fruit	trans-2-hexenoic_acid
apple	fruit	undecanal
apple	fruit	undecyl_alcohol
apple	fruit	valeric_acid
apple_brandy	alcoholic beverage	2,6,6-trimethyl-1,2-cyclohexen-1-carboxaldehyde
apple_brandy	alcoholic beverage	3-(methylthio)propanol
apple_brandy	alcoholic beverage	3-hexen-1-ol
apple_brandy	alcoholic beverage	4-ethylguaiacol
apple_brandy	alcoholic beverage	acetaldehyde_diisoamyl_acetal
apple_brandy	alcoholic beverage	diethyl_malonate
apple_brandy	alcoholic beverage	diethyl_succinate
apple_brandy	alcoholic beverage	ethyl_benzoate
apple_brandy	alcoholic beverage	ethyl_cinnamate
apple_brandy	alcoholic beverage	ethyl_trans-2-hexenoate
apple_brandy	alcoholic beverage	hexyl_acetate
apple_brandy	alcoholic beverage	hexyl_octanoate
apple_brandy	alcoholic beverage	isoamyl_hexanoate
apple_brandy	alcoholic beverage	isoamyl_octanoate
apple_brandy	alcoholic beverage	isoamyl_propionate
apple_brandy	alcoholic beverage	isobutyl_acetate
apple_brandy	alcoholic beverage	isobutyl_butyrate
apple_brandy	alcoholic beverage	isobutyl_hexanoate
apple_brandy	alcoholic beverage	methyl_myristate
apple_brandy	alcoholic beverage	p-menth-8-en-1-ol
apple_brandy	alcoholic beverage	phenethyl_butyrate
apple_brandy	alcoholic beverage	phenethyl_hexanoate
apple_brandy	alcoholic beverage	phenethyl_propionate
apple_brandy	alcoholic beverage	styrene
apple_juice	fruit	1-decanol
apple_juice	fruit	2-hexen-1-yl_acetate
apple_juice	fruit	2-hexenal
apple_juice	fruit	2-methylbutyraldehyde
apple_juice	fruit	2-pentyl_acetate
apple_juice	fruit	3-heptanone
apple_juice	fruit	3-methyl-1-pentanol
apple_juice	fruit	4-(2,6,6-trimethyl-cyclohexa-1,3-dienyl)but-2-en-4-one
apple_juice	fruit	4-heptanone
apple_juice	fruit	4-hydroxybenzoic_acid
apple_juice	fruit	acetal
apple_juice	fruit	acetic_acid
apple_juice	fruit	alpha-terpineol
apple_juice	fruit	amyl_alcohol
apple_juice	fruit	amyl_butyrate
apple_juice	fruit	amyl_hexanoate
apple_juice	fruit	anisole
apple_juice	fruit	butyl_butyrate
apple_juice	fruit	butyl_hexanoate
apple_juice	fruit	butyl_laurate
apple_juice	fruit	butyl_propionate
apple_juice	fruit	estragole
apple_juice	fruit	ethyl_2-methylbutyrate
apple_juice	fruit	ethyl_alcohol
apple_juice	fruit	ethyl_benzoate
apple_juice	fruit	ethyl_isobutyrate
apple_juice	fruit	ethyl_laurate
apple_juice	fruit	ethyl_phenylacetate
apple_juice	fruit	ethyl_propionate
apple_juice	fruit	furfuryl_alcohol
apple_juice	fruit	g-hexalactone
apple_juice	fruit	geraniol
apple_juice	fruit	methyl_isobutyrate
apple_juice	fruit	n-butyl-2-methylbutyrate
apple_juice	fruit	n-propyl_hexanoate
apple_juice	fruit	propionic_acid
apple_juice	fruit	propyl_acetate
apple_juice	fruit	propyl_propionate
apple_juice	fruit	pyruvaldehyde
apple_sauce	plant derivative	d-ribose
apricot	fruit	(+/?)_2-methyl-1-butanol
apricot	fruit	(+/?)_heptan-3-yl_butyrate
apricot	fruit	(d-,_l-,_dl-,_meso)_tartaric_acid
apricot	fruit	1,4-cineole
apricot	fruit	1-octanol
apricot	fruit	1-penten-3-ol
apricot	fruit	2,2,6-trimethylcyclohexanone
apricot	fruit	2,6,6-trimethyl-1,2-cyclohexen-1-carboxaldehyde
apricot	fruit	2-hexen-1-yl_acetate
apricot	fruit	2-hexenal
apricot	fruit	2-methylbutyl-2-methyl_butyrate
apricot	fruit	2-methylbutyl_acetate
apricot	fruit	2-methylbutyric_acid
apricot	fruit	2-octanone
apricot	fruit	2-pentanone
apricot	fruit	2-pentyl_acetate
apricot	fruit	3,6-dihydro-4-methyl-2-(2-methylpropen-1-yl)-2h-pyran
apricot	fruit	3-hexanol
apricot	fruit	3-hexen-1-ol
apricot	fruit	4-(2,6,6-trimethyl-cyclohexa-1,3-dienyl)but-2-en-4-one
apricot	fruit	4-carvomenthenol
apricot	fruit	6-methyl-5-hepten-2-one
apricot	fruit	a-ionone
apricot	fruit	a-phellandrene
apricot	fruit	alpha-terpineol
apricot	fruit	amyl_butyrate
apricot	fruit	amyl_hexanoate
apricot	fruit	b-ionone
apricot	fruit	b-pinene
apricot	fruit	benzoic_acid
apricot	fruit	benzothiazole
apricot	fruit	benzyl_alcohol
apricot	fruit	butyl_hexanoate
apricot	fruit	butyl_isobutyrate
apricot	fruit	butyl_isovalerate
apricot	fruit	camphene
apricot	fruit	carvyl_acetate
apricot	fruit	cis-3-hexenyl-2-methylbutyrate
apricot	fruit	cis-3-hexenyl_butyrate
apricot	fruit	d,l-valine
apricot	fruit	d-camphor
apricot	fruit	d-decalactone
apricot	fruit	d-sorbitol
apricot	fruit	decanal
apricot	fruit	dihydro-b-ionone
apricot	fruit	ethyl_acetate
apricot	fruit	ethyl_heptanoate
apricot	fruit	ethyl_octanoate
apricot	fruit	eugenol
apricot	fruit	farnesol
apricot	fruit	furfural
apricot	fruit	g-decalactone
apricot	fruit	g-dodecalactone
apricot	fruit	g-hexalactone
apricot	fruit	g-nonalactone
apricot	fruit	g-octalactone
apricot	fruit	g-undecalactone
apricot	fruit	heptyl_acetate
apricot	fruit	heptyl_butyrate
apricot	fruit	hexanal
apricot	fruit	hexyl_2-methylbutyrate
apricot	fruit	hexyl_acetate
apricot	fruit	hexyl_benzoate
apricot	fruit	hexyl_butyrate
apricot	fruit	hexyl_hexanoate
apricot	fruit	hexyl_isobutyrate
apricot	fruit	hexyl_octanoate
apricot	fruit	hexyl_propionate
apricot	fruit	indole
apricot	fruit	isoamyl_acetate
apricot	fruit	isoamyl_alcohol
apricot	fruit	isoamyl_butyrate
apricot	fruit	isoamyl_hexanoate
apricot	fruit	isobutyl_acetate
apricot	fruit	isobutyl_alcohol
apricot	fruit	isobutyl_butyrate
apricot	fruit	isobutyl_hexanoate
apricot	fruit	isobutyl_isobutyrate
apricot	fruit	isobutyl_propionate
apricot	fruit	isopropyl_butyrate
apricot	fruit	jasmone
apricot	fruit	lauric_acid
apricot	fruit	linalool_oxide
apricot	fruit	linalyl_formate
apricot	fruit	methyl-2-methylbutyrate
apricot	fruit	methyl-3-methylthiopropionate
apricot	fruit	methyl_butyrate
apricot	fruit	methyl_hexanoate
apricot	fruit	methyl_octanoate
apricot	fruit	myrcene
apricot	fruit	myristaldehyde
apricot	fruit	myristic_acid
apricot	fruit	n-butyl-2-methylbutyrate
apricot	fruit	n-butyric_acid
apricot	fruit	n-nonanal
apricot	fruit	n-octanal
apricot	fruit	n-propyl_hexanoate
apricot	fruit	n-valeraldehyde
apricot	fruit	nerol
apricot	fruit	p,a,a-trimethylbenzyl_alcohol
apricot	fruit	p-mentha-1,3-diene
apricot	fruit	p-mentha-1,4-diene
apricot	fruit	phenethyl_alcohol
apricot	fruit	phenol
apricot	fruit	phenylacetaldehyde
apricot	fruit	phosphoric_acid
apricot	fruit	propyl_acetate
apricot	fruit	propyl_alcohol
apricot	fruit	propyl_butyrate
apricot	fruit	propyl_propionate
apricot	fruit	trans,_trans-2,4-hexadienal
apricot_kernel	nut/seed/pulse	benzaldehyde
araucaria_cunninghamii	plant	n-butyric_acid
aristolochia_clematitis	plant	cinnamyl_alcohol
armagnac	alcoholic beverage	butyl_alcohol
armagnac	alcoholic beverage	diethyl_sulfide
armagnac	alcoholic beverage	propyl_alcohol
armenian_muscat_grape_oil	plant derivative	m-cresol
arnica_montana	plant	isobutyric_acid
arrack	alcoholic beverage	diethyl_succinate
arrack	alcoholic beverage	methyl_acetate
arrack	alcoholic beverage	propyl_acetate
arrack	alcoholic beverage	propyl_alcohol
artemisae_oil	plant derivative	b-pinene
artemisia	plant	b-pinene
artemisia	plant	myrcene
artemisia_arborescens	plant	nonanoic_acid
artemisia_brevifolia	plant	acetaldehyde
artemisia_camphorata	plant	isoamyl_alcohol
artemisia_cina	plant	p-cymene
artemisia_dracunculus_oil	plant derivative	anisole
artemisia_ferganensis	plant	carvone
artemisia_frigida	plant	d-fenchone
artemisia_frigida	plant	isovaleric_acid
artemisia_frigida	plant	undecanoic_acid
artemisia_frigida_oil	plant derivative	undecanoic_acid
artemisia_hausiliensis	plant	cuminaldehyde
artemisia_herba_alba	plant	camphene
artemisia_herba_alba	plant	d-camphor
artemisia_herba_alba	plant	octanoic_acid
artemisia_juncea	plant	dihydrocarveol
artemisia_maritime_oil	plant derivative	eucalyptol
artemisia_porrecta_oil	plant derivative	linalyl_butyrate
artemisia_santolinifolia	plant	fenchyl_alcohol
artemisia_santolinifolia	plant	p-cresol
artemisia_santolinifolia_oil	plant derivative	fenchyl_alcohol
artemisia_scoparia	plant	6-methyl-5-hepten-2-one
artemisia_transiliensis	plant	formic_acid
artemisia_transiliensis	plant	isobutyric_acid
artemisia_tridentata	plant	a-pinene
artemisia_verlo	plant	d-fenchone
artichoke	vegetable	1-octen-3-one
artichoke	vegetable	2-hexenal
artichoke	vegetable	2-pentanone
artichoke	vegetable	3-methyl-2-buten-1-ol
artichoke	vegetable	n-nonanal
artichoke	vegetable	valencene
asarum_arifolium_root_oil	plant derivative	isoeugenyl_methyl_ether
asarum_canadense_root_oil	plant derivative	eugenyl_methyl_ether
asarum_europaeum_root_oil	plant derivative	eugenyl_methyl_ether
ashanti_pepper	spice	2(10)-pinen-3-ol
ashanti_pepper	spice	2-methylvaleric_acid
ashanti_pepper	spice	4'-methylacetophenone
ashanti_pepper	spice	a-phellandrene
ashanti_pepper	spice	alpha-terpineol
ashanti_pepper	spice	b-pinene
ashanti_pepper	spice	citronellal
ashanti_pepper	spice	d-camphor
ashanti_pepper	spice	d-piperitone
ashanti_pepper	spice	eucalyptol
ashanti_pepper	spice	eugenol
ashanti_pepper	spice	eugenyl_methyl_ether
ashanti_pepper	spice	fenchyl_alcohol
ashanti_pepper	spice	hexanoic_acid
ashanti_pepper	spice	hydroxycitronellal
ashanti_pepper	spice	isoborneol
ashanti_pepper	spice	limonene_(d-,l-,_and_dl-)
ashanti_pepper	spice	linalyl_acetate
ashanti_pepper	spice	methyl_benzoate
ashanti_pepper	spice	methyl_citronellate
ashanti_pepper	spice	methyl_heptanoate
ashanti_pepper	spice	methyl_hexanoate
ashanti_pepper	spice	methyl_isovalerate
ashanti_pepper	spice	methyl_octanoate
ashanti_pepper	spice	methyl_phenylacetate
ashanti_pepper	spice	myrtenol
ashanti_pepper	spice	nerolidol
ashanti_pepper	spice	p,a,a-trimethylbenzyl_alcohol
ashanti_pepper	spice	p-cymene
ashanti_pepper	spice	p-mentha-1,3-diene
ashanti_pepper	spice	p-mentha-1,4-diene
ashanti_pepper	spice	phenylacetic_acid
ashanti_pepper	spice	piperonal
ashanti_pepper	spice	safrole
ashanti_pepper	spice	terpinolene
ashanti_pepper	spice	terpinyl_acetate
ashanti_pepper	spice	thujan-4-ol
asian_storax	plant derivative	cinnamic_acid
asparagus	vegetable	1,2-dimethoxybenzene
asparagus	vegetable	1-methyl-2-acetylpyrrole
asparagus	vegetable	1-octanol
asparagus	vegetable	1-octen-3-ol
asparagus	vegetable	2,4-nonadienal
asparagus	vegetable	2-acetylthiazole
asparagus	vegetable	2-ethyl-5-methylpyrazine
asparagus	vegetable	2-heptanone
asparagus	vegetable	2-hepten-4-one
asparagus	vegetable	2-heptenal
asparagus	vegetable	2-hexen-1-ol
asparagus	vegetable	2-methoxy-3-(1-methylpropyl)pyrazine
asparagus	vegetable	2-methoxy-3_(5_and_6)-isopropylpyrazine
asparagus	vegetable	2-methoxy-4-vinylphenol
asparagus	vegetable	2-methyl-5-vinylpyrazine
asparagus	vegetable	2-methylpyrazine
asparagus	vegetable	2-nonanol
asparagus	vegetable	2-nonanone
asparagus	vegetable	2-nonenal
asparagus	vegetable	2-octanol
asparagus	vegetable	2-octenal
asparagus	vegetable	2-pentanone
asparagus	vegetable	2-pentylfuran
asparagus	vegetable	2-phenyl-2-butenal
asparagus	vegetable	3-(methylthio)_propionaldehyde
asparagus	vegetable	3-(methylthio)propanol
asparagus	vegetable	3-ethyl-2,6-dimethylpyrazine
asparagus	vegetable	3-hydroxy-2-pentanone
asparagus	vegetable	3-methyl-2-oxobutanoic_acid
asparagus	vegetable	3-octen-2-one
asparagus	vegetable	4-methyl-2-oxopentanoic_acid
asparagus	vegetable	4-methylthiazole
asparagus	vegetable	5-methylfurfural
asparagus	vegetable	5h-5-methyl-6,7-dihydrocyclopenta(b)pyrazine
asparagus	vegetable	amyl_alcohol
asparagus	vegetable	benzothiazole
asparagus	vegetable	benzyl_alcohol
asparagus	vegetable	butyl_alcohol
asparagus	vegetable	cis-2-nonen-1-ol
asparagus	vegetable	dl-(3-amino-3-carboxypropyl)dimethylsulfonium_chloride
asparagus	vegetable	dl-phenylalanine
asparagus	vegetable	furfural
asparagus	vegetable	g-hexalactone
asparagus	vegetable	g-nonalactone
asparagus	vegetable	guaiacol
asparagus	vegetable	heptyl_alcohol
asparagus	vegetable	hexanal
asparagus	vegetable	hexyl_alcohol
asparagus	vegetable	isoamyl_alcohol
asparagus	vegetable	l-phenylalanine
asparagus	vegetable	methyl-2-pyrrolyl_ketone
asparagus	vegetable	methyl_mercaptan
asparagus	vegetable	methyl_sulfide
asparagus	vegetable	n-valeraldehyde
asparagus	vegetable	nonyl_alcohol
asparagus	vegetable	p-cresol
asparagus	vegetable	p-vinylphenol
asparagus	vegetable	phenethyl_alcohol
asparagus	vegetable	phenol
asparagus	vegetable	phenylacetaldehyde
asparagus	vegetable	pyrazine
asparagus	vegetable	vanillin
asparagus	vegetable	vanillin,_natural
asperula_odorosa	plant	coumarin_(prohibited)
atropa_belladonna_leaf	plant	pyridine
atropa_belladonna_root	plant	pyridine
auricula_oil	plant derivative	benzyl_salicylate
auto_oxidized_salmon_oil	animal product	trans,_trans-2,4-hexadienal
avocado	fruit	(+/?)_heptan-3-yl_butyrate
avocado	fruit	(d-,_l-,_dl-,_meso)_tartaric_acid
avocado	fruit	1-octanol
avocado	fruit	2,4-dihydroxybenzoic_acid
avocado	fruit	2-ethyl-1-hexanol
avocado	fruit	2-hexenal
avocado	fruit	2-pentylfuran
avocado	fruit	3-hexen-1-ol
avocado	fruit	3-methyl-2-buten-1-ol
