"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","ingredient_category","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","hydrogen_sulfide","234.0","0","1","0","0.9934561965811965","false","0","hydrogen_sulfide","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","2-decenal","171.0","0","1","0","0.9917735042735042","false","0","2-decenal","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","nerolidol","171.0","0","1","0","0.9917735042735042","false","0","nerolidol","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","2-ethylfuran","202.5","0","2","0","0.9957532051282051","true","0","2-ethylfuran","25628","0.6336477987421384"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2-ethyl-3,5(6)-dimethylpyrazine","234.0","0","1","0","0.9934561965811965","false","0","2-ethyl-3,5(6)-dimethylpyrazine","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","2-ethyl-3-methylpyrazine","202.5","0","2","0","0.9957532051282051","true","0","2-ethyl-3-methylpyrazine","25628","0.6336477987421384"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2,5-xylenol","234.0","0","1","0","0.9934561965811965","false","0","2,5-xylenol","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","3-acetylpyridine","234.0","0","1","0","0.9934561965811965","false","0","3-acetylpyridine","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","2-ethylpyrazine","202.5","0","2","0","0.9957532051282051","true","0","2-ethylpyrazine","25628","0.6336477987421384"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","phenylacetic_acid","171.0","0","1","0","0.9917735042735042","false","0","phenylacetic_acid","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","3-ethylpyridine","202.5","0","2","0","0.9957532051282051","true","0","3-ethylpyridine","25628","0.6336477987421384"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","benzyl_formate","234.0","0","1","0","0.9934561965811965","false","0","benzyl_formate","0","0.0"
